2.407508453443515e-06,0.0,0.0,
0.00033912263029141755,0.0,0.0,
3.8782325358402853e-05,0.0,0.0,
9.031466093221092e-06,2.7058107860155237e-09,0.0,
5.030994575995186e-06,2.2353345833597032e-08,0.0,
7.625898624466828e-07,6.424692982949401e-10,0.7533383410772402,
1.1234903376534846e-07,1.5771332365588397e-10,0.0,
1.3718201018926064e-06,0.0,0.0,
0.0,0.0,0.0,
0.0,8.1264707030196e-07,0.0,
0.0,3.9024917286374353e-10,0.9908916017283567,
0.0,0.0,0.0,
1.4531578377953072e-05,0.0,1.0443740765722884,
2.5319699021357548e-06,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
6.282914576039181,1.4317879639675888e-07,0.5576745775842008,
32.0294423064873,2.600427874705144e-07,0.0,
258.98158007399167,6.1527348114917344e-09,0.0,
322.5088349596197,0.0,0.0,
0.0,1.2980815647891304e-06,0.42905710843873035,
0.0,2.1139781511626087e-07,0.3773607260704257,
0.0,3.247220279708252e-07,0.1341603569735533,
0.0,3.2075678169624333e-06,0.044995408622773195,
0.0,0.007305135510249105,0.2861005948838291,
0.0,1.3201529156065102e-09,0.0,
1.6113691650488317e-06,0.040231653869270766,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
400.36008100000004,0.0,20323.638721000003,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
5.658069969858643e-06,9.723534500655617e-09,0.0,
3.751698115439506e-06,1.8659414377340005e-07,0.0,
1.79054030685977e-05,2.9952465768296777e-09,0.0,
0.0,5.527224768635553e-08,0.0,
0.0,0.0,0.0,
0.0,0.0,745804.9600000001,
0.0,0.0,194537.45209600002,
0.0,0.0,40883.222416,
8.999999999999999e-08,0.0,27192.999408999996,
8.999999999999999e-08,0.0,27962.5284,
9.198632606497234e-07,8.409237634624845e-09,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
2.165328240658612e-05,5.950673160123227e-08,0.0,
0.0,4.1527367084535424e-07,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.00022818338638566646,0.0,
0.0,0.0,0.0,
5.896353319650379e-06,7.042697111041697e-07,0.0,
3.6051032292573906e-05,0.0,0.8003702557259299,
1.4994872924217603e-05,2.9148339498733484e-05,0.0,
1.0203404038641757e-05,7.770897999151239e-06,0.0,
5.697644290019955e-05,5.996130416676068e-08,1.0098764825400277,
9.767342106723826e-06,4.5234348333856696e-06,0.0,
0.0,0.0,0.0,
0.883583599520103,0.0,0.0,
5.251304171432653e-07,0.0,0.23498082535311052,
0.0,0.0,0.0,
2.574342871964437e-06,8.561651344373782e-08,0.0,
5.724493932746396e-06,5.297266487417409e-09,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
3.355670791817978e-05,2.141352582536621e-08,0.0,
3.6256967536416775e-05,0.010000000000000002,0.5337473376017509,
