3040,16817,"0,1807694595",1322,362202,"0,003649897019",6259151,362202,"17,28082948",2678300,362202,"7,394492576",432,88406,"0,004886546162",79,362202,"0,0002181103362",15,362202,"0,00004141335498",474,362202,"0,001308662017",45,362202,"0,0001242400649",,"395,06",0
1061,1403,"0,7562366358",1776,227500,"0,007806593407",4302669,227500,"18,91283077",5034590,227500,"22,13006593",299,57446,"0,005204888069",43,227500,"0,000189010989",6,227500,"0,00002637362637",327,227500,"0,001437362637",20,227500,"0,00008791208791",,"371,38",0
0,0,0,0,76488,0,0,76488,0,,76488,0,,41528,0,,76488,0,,76488,0,,76488,0,,76488,0,,,#DIV/0!
0,0,0,3104,59608,"0,05207354717",1185838,59608,"19,89394041","192,86",59608,"0,003235471749",,,#DIV/0!,42,59608,"0,0007046034089",1,59608,"0,00001677627164",,59608,0,,59608,0,,,#DIV/0!
391,52884,"0,007393540579",242938,3666553,"0,06625787218",874081,3666553,"0,2383931175",67687,3666553,"0,01846066319",5142,545470,"0,009426732909",1138,3666553,"0,0003103732579",6249,3666553,"0,001704325561",28656,3666553,"0,007815515008",,3666553,0,,,#DIV/0!
28,1502,"0,01864181092",16067,335889,"0,04783425477",1467249,335889,"4,368255584",32037,335889,"0,09537972366",371,84672,"0,004381613757",141,335889,"0,000419781535",,335889,0,,335889,0,64,335889,"0,0001905391364",,,#DIV/0!
0,0,0,3747,216270,"0,01732556527",9510,216270,"0,04397281176",1713,216270,"0,007920654737",229,55745,"0,004107991748",32,216270,"0,0001479631942",33,216270,"0,000152587044",196,216270,"0,0009062745642",,216270,0,,,#DIV/0!
13,276,"0,04710144928",314,164675,"0,001906786094",5317,164675,"0,03228783968",32898,164675,"0,199775315",158,50118,"0,003152559958",10,164675,"0,00006072567178",,164675,0,196,164675,"0,001190223167",218,164675,"0,001323819645",,,#DIV/0!
0,0,0,0,0,0,0,0,0,,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,,#DIV/0!
0,0,0,0,1030528,0,0,1030528,0,,1030528,0,"     948,00 ","    219 029,00 ","0,004328193983",,1030528,0,,1030528,0,,1030528,0,,1030528,0,,,#DIV/0!
0,0,0,63986,315001,"0,2031295139",0,315001,0,,315001,0,,,#DIV/0!,,315001,0,7,315001,"0,00002222215168",,315001,0,,315001,0,,,#DIV/0!
534,1773,"0,3011844332",0,202728,0,39965,202728,"0,1971360641",19298,202728,"0,09519158676",163,37819,"0,004310002909",67,202728,"0,0003304920879",,315001,0,,315001,0,0,,,#DIV/0!,63986,315001
1579,4112,"0,3839980545",0,163651,0,86293,163651,"0,5272989471",14065,163651,"0,08594509047",170,42002,"0,004047426313",28,163651,"0,0001710958075",4,163651,"0,00002444225822",250,163651,"0,001527641139",46,163651,"0,0002810859695",,"497,57",0
350,9860,"0,0354969574",20000,33215,"0,6021358",9543,33215,"0,2873099503",3000,33215,"0,0903206",25,3820,"0,0065445",20,33215,"0,0006021",2,33215,"6,02136",55,33215,"0,001655878368","30,06",33215,"0,0009050127954",,"252,3",
