0.4783146127,0.08072764014
0.210431543,0.1254579323
0.4337575474,0.168408527
0.3939864169,1.159732891
0.100725804,0.06046379922
0.3773299242,0.1904503619
0,0.2345263949
0,0
0,14.49057445
0.2915666652,0.01876254736
0.2729866645,65.86990608
0,0
0.2670501429,0.0473946577
0.2580316652,0.1666878829
0.5838984552,0.02106315822
0.3057493073,0
0,0
0,0
877.5038732,0.08022447183
0,0
0.1757015527,0.2616279177
0.8740893622,0.9143908848
0.28458713,0.5833785189
0.2723940844,0.4113300249
0.4061027478,0.08793216032
0.7917978433,0.1157012048
0.825457725,0.2284733481
0.1751013487,0.08839619925
0.3789071941,0.6189730524
0.2434220084,0.135371179
1670.610372,0.1473211287
0.02478519555,0.00002742934121
0.1963377416,0.2232139927
11.83716882,0
0,0
0,0
0.221966331,0.2128723512
3.038336591,0
0,0
0,0
0.00,0.00
384.112,384.112
0.00,0.00
187.455,187.455
0.00,0.00
0.7556628787,0.2006947481
0.5692035373,0.1033355822
0.375749283,0.01245814248
0,0.1569528584
0,0
0.30,0.09
1.48,0.14
2.06,0.06
0.36,0.15
0.00,0.02
0.6387097541,0.1550135207
0.1800005886,0.03563041459
0.8540302929,0.142593212
0.3121195747,0.0360471055
0.4085789745,0.0647217753
0,0
0,0
0,0
0,0
0,0
0.2149561829,0.5963234381
0.321881076,0.1266736302
0,0
0.2473649226,0.1347158207
0.1915024916,0.1907002576
0.8722478305,0.059146098
0.3629990999,0.01116780139
0.4199736264,0.126610989
0,0
0,0
0.2654610475,0.03605239035
0.277207649,0.2775797957
0.3324409303,0.05519951912
0.2048884166,0.1195627752
0,0
0,0
0,0
0.1883360957,0.1091511779
0.2834018735,0.1042156785
0.47839,0.00060214
