0.004464333932,0.0001389535409,0.001219714331,0.02878323347,0.005821721703,0.00004039577939,0.00001578115214,0.001005328868,0.00003146305176,0
0.001284757273,0.0007276466936,0.3222902437,0.003180223533,0.003500467098,0.00004462899721,0.00001843371624,0.001888970817,0.00004268860602,0
0.003366751459,0.0008368775315,0.4146760859,0.01369334323,0.004140764366,0.0001797979072,0.00003269052857,0.001023213544,0.00016018359,0
0.1294318816,0.005653574994,0.3966761324,0,0.00499009901,0.00003103517837,0.000005172529729,0.004370787621,0.0002586264865,0
0,0.008733494292,0.3576336105,2.31155176,0.004404100707,0.0001713910996,0.000007451786939,0.002630480789,0.00006706608245,0
0.007499793204,0.00005713279433,0.009610603847,0.002890228737,0.002787249316,0.00003760639627,0.0000665343934,0.001476051054,0,0
0,0,0,0,0.0007022205352,0.001060273213,0.000008372151712,0,0.0002260480962,0
0,0,0,0,0.001204725025,0,0,0,0.003653338055,0
0,0,0,0,0,0.01036435463,0,0,0.001637267616,0
0,4.522694682,0.7147126749,1.751196244,0,0.0001056619723,0.0005962354149,0.002113239445,0.001245301816,0
0,0,0,0,0.003077908056,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.05548216645,0.00765815836,0.5410083128,0.5212048472,0.003090475847,0.00007160343969,0.00004432593886,0.002373142573,0.0001773037554,0
0.2764241592,0.02189044475,0.0982814862,0.04846845413,0.004186113651,0.00007956082425,0.00002386824728,0.003094916063,0.001718513804,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0001412496833,0,0,0,0
0.02248289345,0.1002908904,0.04731685046,0.5162388746,0,0,0.000004100898507,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0.2275951512,0,125549625.3,0,0,0.000003242292463,0.004220654214,0,0
0.07445482866,0.001994049756,0.09990189275,0.06117990071,0.00320819008,0.0006282790614,0.00004049454888,0.3082138284,0.00002270148952,0
0.1509906152,0.001819206996,0.09992517492,0.0825215462,0.004912016726,0.0008522730631,0.00004491869126,0.3638437633,0.00002718762892,0
0.139448173,0.003553441218,0.0974440605,0.1437149415,0.04390388872,0.001646186034,0.00003988556469,0.3260137279,0.00002900768341,0
0.1705476152,0.002624983903,0.1406496092,0.1779590503,0.004238026125,0.001986072727,0.00003962239854,0.3177468723,0.00002971679891,0
0.07728119181,0.01086246757,0.4476201401,0.3542170376,0.003477576611,0.001870709281,0.00004412050191,0.368582673,0.00004412050191,0
0.1157158061,0,0,0,0.0334988674,0,0,0,0,0.01061450776
0.1808349892,0,0,0,0.003639010189,0,0,0,0,0.3100892104
0.01752972229,0,0,0,0.004073229584,0,0,0,0,0.01296955301
0.03482417207,0,0,0,0.005447318055,0,0,0,0,0.007764939182
0.0641509434,0,0,0,0.003226418675,0,0,0,0,0.002874664622
